Car Name,Car Prices (In rupee),kms Driven,Fuel Type,Transmission,Ownership,Manufacture,Engine,Seats
Hyundai i10 Era 1.1,1.45 Lakh,"79,857 kms",Petrol,Manual,1st Owner,2009,1968 cc,5 Seats
Hyundai Alcazar Platinum 7-Seater Diesel AT,18.54 Lakh,"12,081 kms",Diesel,Automatic,1st Owner,2021,1498 cc,5 Seats
Hyundai Grand i10 Sportz,3.47 Lakh,"56,384 kms",Petrol,Manual,1st Owner,2015,1598 cc,5 Seats
Audi RS7 4.0 TFSI,1.75 Crore,"11,500 kms",Petrol,Automatic,1st Owner,2020,2179 cc,5 Seats
Audi Q3 2.0 TDI Quattro Premium Plus,13 Lakh,"72,000 kms",Diesel,Automatic,2nd Owner,2014,998 cc,5 Seats
Maruti Baleno 1.3 Alpha,4.50 Lakh,"77,000 kms",Diesel,Manual,2nd Owner,2016,1197 cc,5 Seats
Land Rover Range Rover 3.0 Vogue,18 Lakh,"60,000 kms",Diesel,Automatic,2nd Owner,2012,814 cc,5 Seats
Audi Q5 40 TDI Premium Plus,44.75 Lakh,"27,000 kms",Diesel,Automatic,2nd Owner,2020,1197 cc,5 Seats
Honda Jazz 1.5 S i DTEC,4.50 Lakh,"91,000 kms",Diesel,Manual,1st Owner,2015,1395 cc,5 Seats
Volkswagen Polo GT TDI,2 Lakh,"77,000 kms",Diesel,Manual,2nd Owner,2012,1998 cc,5 Seats
Land Rover Freelander 2 HSE,13.90 Lakh,"71,000 kms",Diesel,Automatic,1st Owner,2014,2487 cc,5 Seats
Hyundai Venue SX Plus Turbo DCT BSIV,10.20 Lakh,"58,499 kms",Petrol,Automatic,1st Owner,2019,1995 cc,7 Seats
Hyundai i10 Asta Sunroof AT,2.65 Lakh,"1,23,445 kms",Petrol,Automatic,1st Owner,2012,1991 cc,5 Seats
Hyundai EON Magna Plus,1.89 Lakh,"47,651 kms",Petrol,Manual,2nd Owner,2013,1373 cc,5 Seats
Hyundai Grand i10 Magna,3.96 Lakh,"42,907 kms",Petrol,Manual,1st Owner,2017,2982 cc,5 Seats
Audi A4 30 TFSI Premium Plus,21.75 Lakh,"99,125 kms",Petrol,Automatic,1st Owner,2017,1196 cc,5 Seats
BMW 5 Series 530i M Sport,51.75 Lakh,"46,000 kms",Petrol,Automatic,1st Owner,2019,998 cc,5 Seats
Lexus ES 300h,39.75 Lakh,"68,000 kms",Petrol,Automatic,1st Owner,2017,1493 cc,5 Seats
BMW 5 Series 520d Luxury Line,54.75 Lakh,"40,500 kms",Diesel,Automatic,1st Owner,2021,1197 cc,5 Seats
Mercedes-Benz GLC 300 4MATIC,43.75 Lakh,"27,000 kms",Petrol,Automatic,1st Owner,2018,1950 cc,5 Seats
Maruti Ciaz 1.4 Delta,6.48 Lakh,"33,877 kms",Petrol,Manual,1st Owner,2018,1495 cc,5 Seats
Toyota Fortuner 4x4 MT,13.65 Lakh,"1,80,396 kms",Diesel,Manual,1st Owner,2014,1998 cc,5 Seats
Ford Aspire 1.2 Ti-VCT Trend,3.65 Lakh,"1,00,135 kms",Petrol,Manual,1st Owner,2016,1950 cc,5 Seats
Maruti Wagon R VXI BS IV,3.65 Lakh,"40,955 kms",Petrol,Manual,2nd Owner,2018,1248 cc,5 Seats
Kia Seltos X-Line AT D,17.58 Lakh,"8,357 kms",Diesel,Automatic,1st Owner,2022,1197 cc,4 Seats
Maruti Swift VXI,4.31 Lakh,"71,234 kms",Petrol,Manual,1st Owner,2016,1956 cc,5 Seats
Mercedes-Benz GLC 220d 4MATIC,58.75 Lakh,"18,000 kms",Diesel,Automatic,1st Owner,2020,1197 cc,5 Seats
Hyundai Accent Executive,2.12 Lakh,"43,308 kms",Petrol,Manual,1st Owner,2012,1997 cc,4 Seats
Audi A4 Technology,41.80 Lakh,"16,000 kms",Petrol,Automatic,1st Owner,2021,1968 cc,5 Seats
Mercedes-Benz E-Class Exclusive E 220d,54.75 Lakh,"32,000 kms",Diesel,Automatic,1st Owner,2019,1950 cc,7 Seats
Maruti Swift Dzire VDI,4.28 Lakh,"1,11,298 kms",Diesel,Manual,2nd Owner,2015,1998 cc,5 Seats
Hyundai i20 Magna Plus BSIV,5.78 Lakh,"5,240 kms",Petrol,Manual,1st Owner,2019,1493 cc,5 Seats
Tata Harrier XZ BSIV,13.83 Lakh,"66,773 kms",Diesel,Manual,1st Owner,2019,1493 cc,5 Seats
Hyundai i20 Magna 1.2,4.58 Lakh,"72,009 kms",Petrol,Manual,1st Owner,2016,1956 cc,5 Seats
Mahindra Thar LX 4-Str Hard Top,16.80 Lakh,"5,500 kms",Petrol,Manual,1st Owner,2022,1373 cc,5 Seats
Audi Q5 30 TDI quattro Premium Plus,23.90 Lakh,"56,500 kms",Diesel,Automatic,1st Owner,2016,1498 cc,5 Seats
Mercedes-Benz C-Class Progressive C 220d,43.75 Lakh,"40,200 kms",Diesel,Automatic,1st Owner,2020,1196 cc,5 Seats
Mini 3 DOOR Cooper S,43.75 Lakh,"4,200 kms",Petrol,Automatic,2nd Owner,2018,1197 cc,5 Seats
Hyundai i20 Asta Opt Diesel,10.59 Lakh,"13,980 kms",Diesel,Manual,2nd Owner,2020,1197 cc,7 Seats
Mahindra TUV 300 T6 Plus,5.07 Lakh,"39,563 kms",Diesel,Manual,1st Owner,2016,1198 cc,5 Seats
Tata Harrier XZ Plus,19.22 Lakh,"20,499 kms",Diesel,Manual,1st Owner,2020,814 cc,5 Seats
Maruti Ciaz VXi Plus,5.39 Lakh,"39,967 kms",Petrol,Manual,1st Owner,2016,2179 cc,5 Seats
Honda Amaze V CVT Diesel BSIV,5.97 Lakh,"87,593 kms",Diesel,Automatic,2nd Owner,2018,1582 cc,5 Seats
Ford Aspire 1.2 Ti-VCT Trend,3.92 Lakh,"41,717 kms",Petrol,Manual,1st Owner,2015,1968 cc,7 Seats
Maruti Swift VXI,5.98 Lakh,"18,946 kms",Petrol,Manual,1st Owner,2021,1984 cc,7 Seats
Maruti Baleno 1.2 Delta,4.91 Lakh,"93,428 kms",Petrol,Manual,1st Owner,2017,1493 cc,5 Seats
Volkswagen Polo 1.2 MPI Comfortline,3.90 Lakh,"44,000 kms",Petrol,Manual,1st Owner,2014,1248 cc,5 Seats
Hyundai EON Magna Plus,2.17 Lakh,"37,646 kms",Petrol,Manual,2nd Owner,2014,1462 cc,5 Seats
Mahindra XUV500 W6 2WD,6.59 Lakh,"31,188 kms",Diesel,Manual,1st Owner,2015,1998 cc,5 Seats
Hyundai Verna 1.6 CRDi EX MT,4.50 Lakh,"78,960 kms",Diesel,Manual,2nd Owner,2014,1999 cc,5 Seats
Audi A4 35 TDI Technology Edition,14.80 Lakh,"45,500 kms",Diesel,Automatic,1st Owner,2014,1395 cc,5 Seats
Audi A6 45 TFSI Technology,57.80 Lakh,"16,000 kms",Petrol,Automatic,0th Owner,2021,1968 cc,5 Seats
Hyundai Verna S Plus Diesel,10.66 Lakh,"7,622 kms",Diesel,Manual,1st Owner,2022,1968 cc,5 Seats
Chevrolet Enjoy TCDi LTZ 7 Seater,3.27 Lakh,"87,365 kms",Diesel,Manual,1st Owner,2014,1498 cc,5 Seats
Maruti Ertiga ZXI AT,10.59 Lakh,"13,672 kms",Petrol,Automatic,1st Owner,2021,1968 cc,5 Seats
Audi A4 Technology,45.90 Lakh,"12,000 kms",Petrol,Automatic,1st Owner,2021,1497 cc,5 Seats
Jaguar XF 2.0 Diesel Prestige,29.80 Lakh,"59,000 kms",Diesel,Automatic,1st Owner,2018,1186 cc,5 Seats
Audi A4 30 TFSI Technology,33.80 Lakh,"41,000 kms",Petrol,Automatic,1st Owner,2018,1198 cc,5 Seats
Audi Q3 35 TDI Quattro Premium,23.90 Lakh,"44,600 kms",Diesel,Automatic,1st Owner,2017,1199 cc,5 Seats
Audi Q3 35 TDI Quattro Premium Plus,12.80 Lakh,"38,500 kms",Diesel,Automatic,2nd Owner,2013,1498 cc,5 Seats
Renault Duster 1.5 Petrol RXL,6.15 Lakh,"33,809 kms",Petrol,Manual,1st Owner,2016,1396 cc,5 Seats
Audi A6 35 TDI Technology,19.75 Lakh,"60,100 kms",Diesel,Automatic,2nd Owner,2015,1197 cc,5 Seats
Ford Aspire Titanium Automatic,4.85 Lakh,"62,168 kms",Petrol,Automatic,1st Owner,2015,1248 cc,5 Seats
Hyundai Grand i10 1.2 CRDi Sportz,3.30 Lakh,"79,500 kms",Diesel,Manual,1st Owner,2016,1197 cc,5 Seats
Nissan Micra XL,1.80 Lakh,"43,732 kms",Petrol,Manual,1st Owner,2012,1497 cc,5 Seats
Honda Amaze V CVT Petrol,5.70 Lakh,"82,200 kms",Petrol,Automatic,1st Owner,2018,1197 cc,5 Seats
Ford Ecosport 1.5 DV5 MT Trend,4.55 Lakh,"66,001 kms",Diesel,Manual,2nd Owner,2014,1197 cc,5 Seats
Hyundai i20 Sportz 1.4 CRDi,3.35 Lakh,"83,204 kms",Diesel,Manual,2nd Owner,2013,1197 cc,5 Seats
Maruti Baleno 1.2 Delta,5.75 Lakh,"58,516 kms",Petrol,Manual,1st Owner,2018,1197 cc,5 Seats
Maruti Ciaz ZDi Plus SHVS,5.35 Lakh,"93,000 kms",Diesel,Manual,1st Owner,2015,1197 cc,5 Seats
Hyundai Grand i10 Sportz,4.45 Lakh,"73,000 kms",Petrol,Manual,1st Owner,2016,2143 cc,5 Seats
Honda City 1.5 S MT,2.45 Lakh,"47,864 kms",Petrol,Manual,1st Owner,2009,1781 cc,5 Seats
Maruti Baleno 1.2 Zeta,6.88 Lakh,"29,000 kms",Petrol,Manual,2nd Owner,2019,1396 cc,5 Seats
Hyundai i20 Magna 1.2,5.35 Lakh,"81,000 kms",Petrol,Manual,1st Owner,2017,1798 cc,5 Seats
Hyundai i20 Asta Option 1.2,5.05 Lakh,"69,000 kms",Petrol,Manual,2nd Owner,2015,1197 cc,5 Seats
Hyundai Grand i10 AT Sportz,4.35 Lakh,"29,000 kms",Petrol,Automatic,1st Owner,2014,1498 cc,5 Seats
Hyundai Grand i10 Sportz,3.85 Lakh,"64,000 kms",Petrol,Manual,1st Owner,2014,1399 cc,5 Seats
Mercedes-Benz C-Class C 220 CDI Avantgarde,29.75 Lakh,"71,000 kms",Diesel,Automatic,2nd Owner,2018,1197 cc,7 Seats
Audi A4 1.8 TFSI,14.80 Lakh,"57,500 kms",Petrol,Automatic,3rd Owner,2013,1197 cc,5 Seats
Hyundai i20 Sportz 1.4 CRDi,3.35 Lakh,"83,000 kms",Diesel,Manual,2nd Owner,2013,799 cc,5 Seats
Audi A6 35 TFSI Matrix,33.80 Lakh,"12,000 kms",Petrol,Automatic,1st Owner,2016,2498 cc,5 Seats
Maruti Baleno Zeta,6.88 Lakh,"29,000 kms",Petrol,Manual,2nd Owner,2019,1461 cc,6 Seats
Volkswagen Vento 1.5 TDI Comfortline,3.45 Lakh,"93,000 kms",Diesel,Manual,1st Owner,2013,1197 cc,8 Seats
Ford Figo Diesel LXI,2.10 Lakh,"90,300 kms",Diesel,Manual,1st Owner,2013,1461 cc,5 Seats
Hyundai Grand i10 Sportz,4.45 Lakh,"73,000 kms",Petrol,Manual,1st Owner,2016,1198 cc,5 Seats
Maruti Baleno 1.2 Delta,5.75 Lakh,"58,000 kms",Petrol,Manual,1st Owner,2018,2494 cc,5 Seats
Renault KWID RXT,2.70 Lakh,"65,292 kms",Petrol,Manual,1st Owner,2017,1086 cc,5 Seats
Mahindra Xylo E4,1.82 Lakh,"1,12,341 kms",Diesel,Manual,1st Owner,2009,1199 cc,5 Seats
Nissan Sunny Diesel XL,1.96 Lakh,"92,540 kms",Diesel,Manual,2nd Owner,2012,1061 cc,5 Seats
Hyundai Grand i10 Sportz,3.59 Lakh,"69,470 kms",Petrol,Manual,1st Owner,2015,1582 cc,5 Seats
Renault Duster 110PS Diesel RxZ,3.54 Lakh,"45,590 kms",Diesel,Manual,2nd Owner,2012,2143 cc,5 Seats
Mahindra KUV 100 NXT D75 K2,3.81 Lakh,"54,137 kms",Diesel,Manual,1st Owner,2018,1998 cc,5 Seats
Toyota Innova 2.5 G (Diesel) 8 Seater,4.65 Lakh,"60,130 kms",Diesel,Manual,2nd Owner,2012,1248 cc,5 Seats
Hyundai i10 Era,2.01 Lakh,"54,858 kms",Petrol,Manual,2nd Owner,2012,1462 cc,5 Seats
Tata Altroz XZ,7.80 Lakh,"11,939 kms",Petrol,Manual,1st Owner,2020,1197 cc,5 Seats
Maruti Wagon R VXI Minor,1.30 Lakh,"41,149 kms",Petrol,Manual,1st Owner,2009,1199 cc,5 Seats
Hyundai Verna 1.6 SX CRDi (O),3.36 Lakh,"2,39,199 kms",Diesel,Manual,1st Owner,2012,2143 cc,5 Seats
Mercedes-Benz GLE 250d,45.75 Lakh,"46,100 kms",Diesel,Automatic,1st Owner,2017,814 cc,5 Seats
BMW X3 xDrive 30i Luxury Line,61.75 Lakh,"18,000 kms",Petrol,Automatic,1st Owner,2021,1396 cc,5 Seats
Maruti Swift VDI,2.88 Lakh,"1,03,992 kms",Diesel,Manual,1st Owner,2012,998 cc,7 Seats
Maruti Brezza VXi,9.09 Lakh,"1,026 kms",Petrol,Manual,1st Owner,2022,1582 cc,5 Seats
Hyundai Grand i10 1.2 Kappa Sportz BSIV,4.67 Lakh,"14,748 kms",Petrol,Manual,1st Owner,2018,1368 cc,5 Seats
Tata Altroz XZ,7.98 Lakh,"9,789 kms",Petrol,Manual,1st Owner,2020,2179 cc,5 Seats
Mercedes-Benz CLA 200 CDI Style,16 Lakh,"56,000 kms",Diesel,Automatic,2nd Owner,2015,1248 cc,5 Seats
Hyundai EON Era Plus,2.31 Lakh,"7,779 kms",Petrol,Manual,1st Owner,2015,1497 cc,5 Seats
Hyundai i20 Magna 1.4 CRDi,3.85 Lakh,"81,867 kms",Diesel,Manual,4th Owner,2015,1497 cc,5 Seats
Maruti Wagon R LXI BS IV,2.76 Lakh,"85,232 kms",Petrol,Manual,2nd Owner,2015,998 cc,5 Seats
Hyundai Verna 1.6 SX CRDi (O),3.61 Lakh,"53,416 kms",Diesel,Manual,2nd Owner,2012,1197 cc,5 Seats
Jeep Compass 1.4 Longitude Plus AT,16.90 Lakh,"78,000 kms",Petrol,Automatic,1st Owner,2018,1197 cc,5 Seats
Mahindra XUV500 W8 FWD,4.46 Lakh,"91,480 kms",Diesel,Manual,1st Owner,2012,1197 cc,5 Seats
Maruti Swift Dzire VDI,5.70 Lakh,"55,385 kms",Diesel,Manual,1st Owner,2017,1197 cc,5 Seats
Honda City i VTEC V,6.75 Lakh,"57,264 kms",Petrol,Manual,1st Owner,2017,1120 cc,5 Seats
Mahindra XUV300 W4 Diesel,9.23 Lakh,"15,220 kms",Diesel,Manual,1st Owner,2021,998 cc,5 Seats
Maruti Wagon R VXI BS IV,2.62 Lakh,"34,438 kms",Petrol,Manual,2nd Owner,2014,1364 cc,5 Seats
Hyundai Grand i10 Sportz,4.17 Lakh,"23,931 kms",Petrol,Manual,1st Owner,2017,1248 cc,5 Seats
Hyundai Xcent 1.2 Kappa S,3.55 Lakh,"32,423 kms",Petrol,Manual,2nd Owner,2014,1197 cc,5 Seats
Maruti Ignis Sigma,5.16 Lakh,"6,944 kms",Petrol,Manual,1st Owner,2021,799 cc,5 Seats
Maruti Baleno 1.2 Delta,5.32 Lakh,"51,906 kms",Petrol,Manual,1st Owner,2018,1498 cc,5 Seats
Hyundai Xcent 1.1 CRDi S Option,3.71 Lakh,"55,975 kms",Diesel,Manual,2nd Owner,2015,1197 cc,5 Seats
Maruti Wagon R AMT VXI,3.58 Lakh,"46,491 kms",Petrol,Automatic,1st Owner,2016,1956 cc,5 Seats
Toyota Platinum Etios 1.4 GXD,6.41 Lakh,"25,330 kms",Diesel,Manual,1st Owner,2018,1968 cc,5 Seats
Maruti Swift VDI,2.88 Lakh,"86,593 kms",Diesel,Manual,2nd Owner,2012,1197 cc,4 Seats
Hyundai i20 Asta,2.05 Lakh,"76,634 kms",Petrol,Manual,2nd Owner,2010,796 cc,5 Seats
Renault KWID RXT,2.82 Lakh,"37,094 kms",Petrol,Manual,2nd Owner,2018,1461 cc,7 Seats
Honda Amaze S i-Dtech,3.07 Lakh,"94,817 kms",Diesel,Manual,2nd Owner,2014,624 cc,5 Seats
Hyundai i10 Magna 1.2,1.37 Lakh,"78,841 kms",Petrol,Manual,4th Owner,2009,1196 cc,5 Seats
Tata Harrier XZ Plus,18.55 Lakh,"30,193 kms",Diesel,Manual,1st Owner,2021,1493 cc,5 Seats
Audi A4 35 TDI Technology,32.80 Lakh,"43,900 kms",Diesel,Automatic,1st Owner,2019,1396 cc,5 Seats
Maruti Swift VXI,5.02 Lakh,"60,548 kms",Petrol,Manual,1st Owner,2018,936 cc,5 Seats
Maruti Alto 800 VXI Optional,3.17 Lakh,"7,517 kms",Petrol,Manual,1st Owner,2019,1197 cc,4 Seats
Nissan Terrano XV 110 PS,4.14 Lakh,"99,348 kms",Diesel,Manual,2nd Owner,2014,1248 cc,5 Seats
Tata Nano Cx BSII,"53,250","48,977 kms",Petrol,Manual,1st Owner,2011,1248 cc,5 Seats
Ford Aspire 1.2 Ti-VCT Titanium,3.65 Lakh,"86,754 kms",Petrol,Manual,1st Owner,2015,1998 cc,5 Seats
Mahindra TUV 300 T8,5.54 Lakh,"86,418 kms",Diesel,Manual,1st Owner,2017,1798 cc,5 Seats
Hyundai Venue SX Opt Diesel BSIV,10.02 Lakh,"19,540 kms",Diesel,Manual,1st Owner,2019,1582 cc,5 Seats
Chevrolet Beat Diesel LT,1.26 Lakh,"76,529 kms",Diesel,Manual,1st Owner,2013,1199 cc,5 Seats
Maruti Swift Dzire VXI 1.2,5.41 Lakh,"43,334 kms",Petrol,Manual,1st Owner,2017,1248 cc,5 Seats
Maruti Swift Dzire VDI,4.28 Lakh,"99,515 kms",Diesel,Manual,2nd Owner,2015,1197 cc,5 Seats
Maruti Vitara Brezza VDi,6.82 Lakh,"47,264 kms",Diesel,Manual,1st Owner,2018,1497 cc,5 Seats
BMW 6 Series GT 630i Luxury Line 2018-2021,55.80 Lakh,"20,800 kms",Petrol,Automatic,1st Owner,2019,1582 cc,5 Seats
Audi A4 35 TFSi Premium,20.80 Lakh,"32,000 kms",Petrol,Automatic,1st Owner,2016,1582 cc,5 Seats
Hyundai Elantra CRDi SX,5.33 Lakh,"87,995 kms",Diesel,Manual,2nd Owner,2013,1197 cc,5 Seats
Honda WR-V i-VTEC S,5.70 Lakh,"39,283 kms",Petrol,Manual,1st Owner,2017,1591 cc,5 Seats
Maruti Ciaz VDi Plus SHVS,5.48 Lakh,"76,239 kms",Diesel,Manual,2nd Owner,2016,998 cc,5 Seats
Hyundai i20 Sportz,7.67 Lakh,"1,040 kms",Petrol,Manual,1st Owner,2022,1395 cc,5 Seats
Honda City i-VTEC CVT V,9.15 Lakh,"22,307 kms",Petrol,Automatic,1st Owner,2019,1498 cc,7 Seats
Hyundai Elantra CRDi SX,5.33 Lakh,"55,538 kms",Diesel,Manual,2nd Owner,2013,1248 cc,8 Seats
Hyundai Verna 1.6 SX,4.14 Lakh,"90,867 kms",Diesel,Manual,1st Owner,2013,998 cc,5 Seats
Maruti Ignis Sigma,4.91 Lakh,"23,302 kms",Petrol,Manual,1st Owner,2021,2179 cc,5 Seats
Hyundai Verna VTVT 1.6 SX,7.48 Lakh,"38,990 kms",Petrol,Manual,2nd Owner,2018,2179 cc,5 Seats
Maruti A-Star Vxi,1.44 Lakh,"65,641 kms",Petrol,Manual,1st Owner,2010,1199 cc,5 Seats
Audi A4 30 TFSI Technology,32.80 Lakh,"27,000 kms",Petrol,Automatic,2nd Owner,2018,1497 cc,5 Seats
Volkswagen Vento 1.5 TDI Comfortline,3.45 Lakh,"95,129 kms",Diesel,Manual,1st Owner,2013,998 cc,5 Seats
Maruti Swift Dzire ZDI,3.46 Lakh,"1,35,969 kms",Diesel,Manual,1st Owner,2012,1968 cc,5 Seats
Maruti Wagon R VXI,5.11 Lakh,"23,400 kms",Petrol,Manual,3rd Owner,2020,998 cc,7 Seats
Mahindra Scorpio S7 140 BSIV,10.64 Lakh,"55,461 kms",Diesel,Manual,1st Owner,2018,1197 cc,5 Seats
Mahindra Scorpio SLE BSIV,3.70 Lakh,"72,299 kms",Diesel,Manual,1st Owner,2010,1353 cc,5 Seats
Honda Amaze VX,8.16 Lakh,"5,362 kms",Petrol,Manual,1st Owner,2022,2179 cc,5 Seats
Honda City GXi,1.05 Lakh,"1,22,758 kms",Petrol,Manual,5th Owner,2005,1498 cc,6 Seats
Maruti Wagon R LXI BS IV,2.15 Lakh,"66,081 kms",Petrol,Manual,1st Owner,2012,1197 cc,5 Seats
Audi A6 35 TDI,19.80 Lakh,"85,000 kms",Diesel,Automatic,1st Owner,2015,1197 cc,7 Seats
Maruti Wagon R Stingray VXI,2.82 Lakh,"1,31,022 kms",Petrol,Manual,1st Owner,2015,1198 cc,5 Seats
Maruti Swift VXI,2.86 Lakh,"52,580 kms",Petrol,Manual,1st Owner,2013,1197 cc,5 Seats
Kia Seltos GTX Plus DCT,16.95 Lakh,"41,714 kms",Petrol,Automatic,1st Owner,2020,2179 cc,5 Seats
Mahindra XUV500 W8 FWD,4.29 Lakh,"1,21,446 kms",Diesel,Manual,1st Owner,2012,1991 cc,5 Seats
Honda City VX MT,12.12 Lakh,"17,262 kms",Petrol,Manual,1st Owner,2020,814 cc,5 Seats
Maruti Swift Dzire VXI 1.2,5.41 Lakh,"65,908 kms",Petrol,Manual,1st Owner,2017,1498 cc,5 Seats
Maruti Swift VXI,5.98 Lakh,"7,282 kms",Petrol,Manual,1st Owner,2020,1248 cc,5 Seats
Mahindra KUV 100 mFALCON G80 K4,2.87 Lakh,"69,404 kms",Petrol,Manual,2nd Owner,2016,1197 cc,5 Seats
Maruti Swift Dzire VXI,4.08 Lakh,"29,265 kms",Petrol,Manual,1st Owner,2015,1995 cc,5 Seats
Mahindra XUV500 R W10 FWD,7.95 Lakh,"50,179 kms",Diesel,Manual,2nd Owner,2015,799 cc,5 Seats
Mercedes-Benz GLA Class Urban Edition 200,26.46 Lakh,"29,774 kms",Petrol,Automatic,1st Owner,2019,1248 cc,5 Seats
Hyundai EON D Lite Plus,1.61 Lakh,"77,896 kms",Petrol,Manual,2nd Owner,2012,2143 cc,5 Seats
Honda City VX CVT,13.47 Lakh,"6,144 kms",Petrol,Automatic,1st Owner,2021,1497 cc,5 Seats
Maruti Swift VDI BSIV,4.22 Lakh,"88,559 kms",Diesel,Manual,2nd Owner,2015,1198 cc,5 Seats
Hyundai Grand i10 Sportz,3.59 Lakh,"51,927 kms",Petrol,Manual,2nd Owner,2016,814 cc,5 Seats
BMW 3 Series 320d Luxury Line,13.50 Lakh,"99,000 kms",Diesel,Automatic,1st Owner,2015,1197 cc,7 Seats
Renault KWID RXL,2.75 Lakh,"47,000 kms",Petrol,Manual,1st Owner,2018,1197 cc,5 Seats
Maruti Baleno 1.3 Sigma,5.50 Lakh,"35,000 kms",Diesel,Manual,1st Owner,2018,1086 cc,5 Seats
Mercedes-Benz C-Class C 220 CDI BE COR,9.75 Lakh,"58,000 kms",Diesel,Automatic,1st Owner,2013,1248 cc,5 Seats
Honda City S,4 Lakh,"48,000 kms",Petrol,Manual,1st Owner,2012,1197 cc,5 Seats
Honda Amaze VX AT i-Vtech,4.75 Lakh,"45,000 kms",Petrol,Automatic,1st Owner,2014,1998 cc,5 Seats
Hyundai EON D Lite,1.90 Lakh,"60,000 kms",Petrol,Manual,2nd Owner,2012,999 cc,5 Seats
Hyundai i20 Magna Optional 1.2,4.65 Lakh,"23,000 kms",Petrol,Manual,1st Owner,2014,1396 cc,5 Seats
Hyundai Grand i10 1.2 Kappa Era,4.60 Lakh,"45,000 kms",Petrol,Manual,1st Owner,2019,1495 cc,5 Seats
Hyundai i10 Magna 1.1L,3.25 Lakh,"45,000 kms",Petrol,Manual,1st Owner,2014,1198 cc,5 Seats
Maruti Ertiga VDI,5.25 Lakh,"58,000 kms",Diesel,Manual,1st Owner,2013,1186 cc,5 Seats
Hyundai i20 1.2 Spotz,6.25 Lakh,"48,000 kms",Petrol,Manual,1st Owner,2018,1199 cc,5 Seats
BMW 2 Series 220i M Sport,40 Lakh,"18,000 kms",Petrol,Automatic,1st Owner,2021,2499 cc,5 Seats
Skoda Kushaq 1.0 TSI Style 6 Airbags AT,16.75 Lakh,"16,000 kms",Petrol,Automatic,1st Owner,2022,2143 cc,5 Seats
Hyundai i20 Asta 1.4 CRDi,4.65 Lakh,"90,000 kms",Diesel,Manual,2nd Owner,2015,1197 cc,5 Seats
Hyundai Accent GLE,2.50 Lakh,"80,000 kms",Petrol,Manual,2nd Owner,2006,1199 cc,5 Seats
Tata Nexon 1.2 Revotron XZ Plus Dual Tone,8.30 Lakh,"1,40,000 kms",Petrol,Manual,1st Owner,2018,1461 cc,5 Seats
Hyundai Grand i10 1.2 CRDi Asta,4 Lakh,"60,000 kms",Diesel,Manual,2nd Owner,2019,998 cc,5 Seats
Honda WR-V i-VTEC VX,9 Lakh,"17,000 kms",Petrol,Manual,1st Owner,2019,2143 cc,5 Seats
Lexus NX 300h,42 Lakh,"1,11,000 kms",Petrol,Automatic,1st Owner,2018,1061 cc,5 Seats
Mercedes-Benz M-Class ML 250 CDI,28.50 Lakh,"38,000 kms",Diesel,Automatic,2nd Owner,2015,1248 cc,5 Seats
Maruti Swift VXI,3.85 Lakh,"80,000 kms",Petrol,Manual,2nd Owner,2013,1498 cc,5 Seats
Honda Amaze V Petrol BSIV,6 Lakh,"36,500 kms",Petrol,Manual,1st Owner,2017,1196 cc,5 Seats
Nissan Sunny XE D,4.25 Lakh,"55,000 kms",Diesel,Manual,2nd Owner,2018,1497 cc,5 Seats
Maruti Wagon R VXI Optional,3 Lakh,"80,000 kms",Petrol,Manual,2nd Owner,2016,796 cc,5 Seats
Mercedes-Benz C-Class C 220 CDI Elegance AT,6.20 Lakh,"98,000 kms",Diesel,Automatic,2nd Owner,2010,1198 cc,5 Seats
Maruti Wagon R LXI Minor,1.98 Lakh,"2,00,000 kms",Petrol,Manual,3rd Owner,2007,796 cc,5 Seats
Maruti Swift VDI,3.25 Lakh,"1,40,000 kms",Diesel,Manual,2nd Owner,2012,1198 cc,5 Seats
Volkswagen Vento 1.5 TDI Highline,3.60 Lakh,"1,00,000 kms",Diesel,Manual,2nd Owner,2014,1497 cc,5 Seats
Maruti Eeco 5 Seater AC BSIV,2.30 Lakh,"1,68,000 kms",Petrol,Manual,3rd Owner,2012,1196 cc,5 Seats
Kia Seltos HTX IVT G,15 Lakh,"25,000 kms",Petrol,Automatic,1st Owner,2021,995 cc,7 Seats
Maruti Alto LX BSIII,1.10 Lakh,"1,20,000 kms",Petrol,Manual,4th Owner,2009,998 cc,5 Seats
Honda Amaze E i-VTEC,4.45 Lakh,"30,000 kms",Petrol,Manual,2nd Owner,2017,796 cc,7 Seats
Maruti Alto LX,1.36 Lakh,"1,00,000 kms",Petrol,Manual,1st Owner,2011,1497 cc,5 Seats
Nissan Micra Active XL Petrol,2.50 Lakh,"80,000 kms",Petrol,Manual,1st Owner,2016,1461 cc,5 Seats
Honda City i VTEC VX Option,10 Lakh,"50,000 kms",Petrol,Manual,1st Owner,2016,1196 cc,5 Seats
Maruti Eeco CNG 5 Seater AC,2.90 Lakh,"40,000 kms",Cng,Manual,1st Owner,2021,1796 cc,7 Seats
Chevrolet Spark 1.0 LS,"55,000","1,00,000 kms",Petrol,Manual,4th Owner,2009,1061 cc,5 Seats
Maruti Wagon R VXI Optional,3 Lakh,"1,66,000 kms",Petrol,Manual,1st Owner,2015,1197 cc,5 Seats
Maruti Alto 800 LXI,1.85 Lakh,"74,000 kms",Petrol,Manual,1st Owner,2014,1373 cc,5 Seats
